time,temperature_2m_max (째F),temperature_2m_min (째F),apparent_temperature_max (째F),apparent_temperature_min (째F),precipitation_sum (inch),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
12/31/2016,47.5,40.2,45.7,36.1,0.402,0.402,8,18.3
1/1/2017,48.8,40.9,44.9,36,0,0,6.3,13
1/2/2017,52.1,40.2,46.7,35.5,0.012,0.012,5.5,10.5
1/3/2017,53.5,40.6,49.3,35,0.161,0.161,13.8,24.4
1/4/2017,55.5,50.5,52.4,44.5,0.677,0.677,13.1,26.6
1/5/2017,55.3,35.6,52.5,29.5,0.083,0.083,13.2,22.6
1/6/2017,51.6,29.8,46.8,24.7,0,0,5.8,10.1
1/7/2017,57.4,45,55.2,37.8,0.898,0.898,10.2,26.2
1/8/2017,67.6,55.3,64.7,53,0.701,0.701,11.7,29.8
1/9/2017,60.2,52.9,57.3,49.1,0.248,0.248,11.8,29.3
1/10/2017,55,51.6,51,46.8,0.587,0.587,15.5,33.6
1/11/2017,56.9,48.5,53.8,45.4,0.457,0.457,10,31.8
1/12/2017,53.2,41,49.5,36.8,0.366,0.366,9.2,15.9
1/13/2017,53.6,37.9,48.1,32.4,0,0,9.5,18.3
1/14/2017,49.9,35.2,47.1,30.4,0,0,6.2,9.6
1/15/2017,47.3,34.3,43.9,29.3,0,0,6.6,12.1
1/16/2017,51.4,35.5,48.7,31,0,0,4.5,9.4
1/17/2017,57.5,31.5,54.4,25.5,0,0,5.9,11.4
1/18/2017,55.9,39.2,50.7,33.6,0.398,0.398,17,28.2
1/19/2017,55,45.7,51.3,42,0.374,0.374,11.5,25.3
1/20/2017,53.6,42.4,49.3,35.7,0.803,0.803,21,34.7
1/21/2017,54.8,39.5,49.3,34.6,0.15,0.15,10.1,18.1
1/22/2017,54.9,46.9,48.5,39.4,0.453,0.453,17.6,30.6
1/23/2017,50.2,37.2,46.1,31.4,0.106,0.106,10.8,17.9
1/24/2017,51.9,35.1,46.2,29,0.004,0.004,6.5,13
1/25/2017,51.4,33.2,47.6,27.5,0,0,5,9.4
1/26/2017,53.1,32.7,48.2,27.4,0,0,6,12.5
1/27/2017,55.8,33.4,52.5,27.4,0,0,6.2,8.5
1/28/2017,56.8,32.5,54.7,27,0,0,5.4,8.5
1/29/2017,56.8,31.9,53.8,25.9,0,0,7.2,10.5
1/30/2017,57.4,36.3,54.7,32.2,0,0,5.2,8.9
1/31/2017,61.4,34.9,59.6,30.7,0,0,6.6,10.1
2/1/2017,66,39.4,63.1,33.6,0,0,7,11.9
2/2/2017,62.8,47.8,60.4,44.3,0.098,0.098,8.9,17
2/3/2017,62.4,51,59.8,49.2,0.575,0.575,12.5,21.5
2/4/2017,61.7,46.3,59.1,42.9,0,0,6.5,11.4
2/5/2017,58.8,42.4,54,38.8,0.189,0.189,10.4,17.7
2/6/2017,60.4,51.6,57.4,46.8,0.504,0.504,12.1,20.4
2/7/2017,63.2,52.1,62.2,47.3,1.004,1.004,17.1,28.9
2/8/2017,70.3,56.4,71.2,55.6,0.016,0.016,9.7,17.2
2/9/2017,64,56.8,65.1,54.8,0.154,0.154,9.2,15.9
2/10/2017,60.8,54.1,60.8,51.6,1.157,1.157,11.9,19.9
2/11/2017,58.4,45.9,52.6,41.5,0,0,12.8,22.8
2/12/2017,61.6,40.6,60.1,36,0,0,6.9,10.7
2/13/2017,62,39.7,60.6,35.8,0,0,5,10.3
2/14/2017,64,42.1,64,38.6,0,0,5.7,9.2
2/15/2017,69.4,43.1,68.8,38.9,0,0,7.8,13.9
2/16/2017,59.4,50.5,56.1,47.5,0.118,0.118,9.6,15.7
2/17/2017,56.3,50.5,48.7,44,0.665,0.665,20.9,34.7
2/18/2017,60.4,47.3,58.5,43.8,0.012,0.012,12.1,19.5
2/19/2017,57.6,47.2,53.2,41,0.169,0.169,11.2,19.9
2/20/2017,64,51.6,59.8,46.6,0.437,0.437,14.6,27.7
2/21/2017,64.9,48.5,61.7,45.4,0.165,0.165,11.5,26.4
2/22/2017,55.9,43.2,47.8,35.4,0.035,0.035,15.2,26.2
2/23/2017,51.4,36.3,43.7,30.9,0.028,0.028,11.5,21.5
2/24/2017,53.5,32.5,49.5,26.4,0,0,5.9,10.5
2/25/2017,55.4,33.3,51.7,27.9,0,0,6.6,15.7
2/26/2017,56,34.7,52.7,28.4,0,0,6.2,10.3
2/27/2017,54.1,41.1,48.3,35,0.035,0.035,8.4,16.1
2/28/2017,56.5,36.5,52,30.8,0,0,7.9,16.1
3/1/2017,61,36.5,58.7,30.8,0,0,6.9,11
3/2/2017,64,37.8,61.5,33.3,0,0,7.3,11.4
3/3/2017,65.9,36.4,63.7,31.6,0,0,5.4,8.7
3/4/2017,64.3,42.3,64.5,36.9,0,0,6.9,12.1
3/5/2017,53.1,38.8,45.5,33.1,0.331,0.331,16.3,32.4
3/6/2017,56.3,34.5,52.3,28.5,0,0,6.7,13.4
3/7/2017,59.9,37.8,56.7,32.4,0,0,6.8,14.1
3/8/2017,62.4,39.8,61.3,35.7,0,0,6.9,14.3
3/9/2017,67.6,41.8,68,37.9,0,0,6.3,11
3/10/2017,67.4,48,68.3,45.7,0,0,6.2,13.4
3/11/2017,69.4,50.6,69.4,50.2,0,0,6.8,15.2
3/12/2017,70.7,49.2,73.2,46.8,0,0,6.5,12.5
3/13/2017,74.9,50.4,78.7,49.2,0,0,5.3,8.1
3/14/2017,80,47.8,81.2,43.9,0,0,5.8,7.8
3/15/2017,82.3,52.1,84.4,48,0,0,10.9,17.7
3/16/2017,71.8,52.6,72,50,0,0,8.9,15.4
3/17/2017,73.9,50.7,75.6,49,0,0,6.7,9.8
3/18/2017,75.6,52.7,76.1,50.7,0,0,8.5,16.8
3/19/2017,71.8,50.7,71.2,48.2,0,0,5.9,12.5
3/20/2017,70.5,55,67.8,54.5,0.008,0.008,8,13.9
3/21/2017,66.7,53.2,63.4,49.8,0.677,0.677,13,27.5
3/22/2017,59.6,50.1,56.3,43.6,0.26,0.26,11.5,18.3
3/23/2017,60.7,43.1,57.7,39.4,0,0,11.3,19.9
3/24/2017,62.5,44.2,60.5,40.3,0.028,0.028,10.8,26.6
3/25/2017,62.2,49.4,58.3,46.7,0.22,0.22,8.4,15.4
3/26/2017,60.9,46.3,57.6,43.3,0,0,7.1,15
3/27/2017,63.2,49.5,56.5,44.8,0.126,0.126,18.9,33.1
3/28/2017,65.8,41.8,66.4,37.3,0,0,7,15
3/29/2017,71.1,44.2,72,40.7,0,0,6.3,11.2
3/30/2017,64,51.8,54.6,42.2,0.012,0.012,22.2,37.8
3/31/2017,64.9,45.6,61.7,38.4,0,0,15,24.6
4/1/2017,72.2,44,73.8,39,0,0,6.5,11.2
4/2/2017,76.1,47.9,77.6,44.1,0,0,8.4,16.1
4/3/2017,72.4,50.4,68.8,48,0,0,11.9,22.8
4/4/2017,74.9,47.1,73.6,44.1,0,0,6.5,12.1
4/5/2017,81.5,50.2,81,47.1,0,0,7.2,14.1
4/6/2017,74.8,56.3,68.3,51.1,0,0,14.7,26.8
4/7/2017,62.4,53.7,59.2,46.3,0.626,0.626,15.9,28.2
4/8/2017,59.4,44.4,54.3,38.6,0.209,0.209,12.3,23.5
4/9/2017,62.9,38.9,61.2,33.4,0,0,6.3,13.6
4/10/2017,67.3,43.1,64,38.3,0,0,8.9,14.1
4/11/2017,71.5,47.4,68.4,43.9,0.012,0.012,8.1,14.3
4/12/2017,76.6,51.6,73.8,47.1,0,0,9.6,17.4
4/13/2017,61.2,50.4,60.1,42.3,0.311,0.311,13.3,21.3
4/14/2017,64.6,43.3,59.1,37,0,0,13.5,23.3
4/15/2017,69.5,41.6,68.9,37,0,0,6.2,12.5
4/16/2017,75.2,48.2,73.3,44.5,0.059,0.059,11.6,25.7
4/17/2017,71,55.6,72.1,52.9,0.067,0.067,10.6,16.8
4/18/2017,65.8,53.5,64.1,51.6,0.173,0.173,6.4,13.4
4/19/2017,70.9,51,71.1,48.2,0,0,9.6,18.6
4/20/2017,71.8,51.9,67.2,47.1,0,0,15.6,27.7
4/21/2017,74.8,47.8,75,44.3,0,0,6.5,13.4
4/22/2017,78.6,50.8,79.8,49.4,0,0,12,20.4
4/23/2017,73,54.6,69.9,48.7,0,0,12.3,22.6
4/24/2017,70.9,52.4,65,46.4,0,0,16.6,30.2
4/25/2017,72.7,51.6,67.1,44.7,0,0,14.6,26.4
4/26/2017,73.3,53.4,72.1,51.4,0,0,13.2,25.7
4/27/2017,75.7,55.4,70.2,51.1,0,0,18,31.5
4/28/2017,76.1,52.1,68.1,46.5,0,0,17.7,30.9
4/29/2017,78.9,48.5,78.4,44.5,0,0,5.8,12.5
4/30/2017,83.8,51.5,83.1,48.8,0,0,10.6,20.8
5/1/2017,86.9,57,88.1,56.1,0,0,9.6,18.8
5/2/2017,90.1,59.4,92.1,59,0,0,9.5,17.4
5/3/2017,94.6,62.5,97.6,63.5,0,0,5.9,10.7
5/4/2017,96.5,64,102.1,64.4,0.063,0.063,13.1,21
5/5/2017,85.1,61.3,82.5,53.1,0,0,15.8,26.8
5/6/2017,70.1,53.1,67.3,45.9,0.031,0.031,15,26.6
5/7/2017,70.7,50.4,67.9,44.9,0.055,0.055,11,19.7
5/8/2017,78.5,53.1,80.6,50,0,0,6.3,11.6
5/9/2017,85.6,57.5,87.4,56.4,0,0,6.8,11.4
5/10/2017,84.3,60.4,86.8,57.5,0,0,12.3,19.7
5/11/2017,82.4,57.6,83.4,54.1,0,0,14.7,24.2
5/12/2017,71.3,56.3,61.9,47.8,0,0,16.5,28
5/13/2017,73.4,49.7,67.8,42.2,0,0,15.2,26.2
5/14/2017,73.4,50.5,71.2,45,0,0,11.2,18.8
5/15/2017,71.9,52,66.5,47.3,0.008,0.008,10.7,19.5
5/16/2017,75,52.2,72.8,47.6,0,0,14.2,23
5/17/2017,77.1,55.1,70.5,49.6,0,0,13.6,26.2
5/18/2017,82.4,53,79.3,49.6,0,0,8.5,18.6
5/19/2017,88.6,56.8,87.8,53.5,0,0,6.7,12.5
5/20/2017,92.8,60,94.1,57.3,0,0,6.6,13
5/21/2017,96.3,63.4,96.7,61.8,0,0,6.5,11.6
5/22/2017,98.2,64,98.9,61.5,0,0,7.3,12.3
5/23/2017,100.8,68.5,101.7,67,0,0,10.6,17.2
5/24/2017,94.7,69.8,96.5,62.7,0,0,11.3,18.3
5/25/2017,83.1,61.1,84,55.6,0,0,11.1,21.3
5/26/2017,78.7,56.9,81,54.9,0,0,6.6,11.2
5/27/2017,83.4,57.5,84.9,55.2,0,0,8.4,16.1
5/28/2017,90.1,61,90.2,58.3,0,0,9.5,16.8
5/29/2017,92.5,64.1,91.6,61.1,0,0,12.8,22.1
5/30/2017,89.7,64.6,87.3,59.7,0,0,14.6,23.9
5/31/2017,75,62.1,75.6,55.7,0.035,0.035,13.2,21.5
6/1/2017,85.6,61.3,85.1,58.9,0,0,9.3,19.5
6/2/2017,92.4,63.7,92.7,62.2,0,0,9.3,16.1
6/3/2017,97.4,67.4,99.2,66,0,0,10.5,17.4
6/4/2017,95,67.9,92.1,62.6,0,0,11.5,21.5
6/5/2017,93.7,62.3,90.1,57.4,0,0,10.9,18.3
6/6/2017,96.5,64.6,96.5,61.9,0,0,10.5,18.1
6/7/2017,95,64.4,94.7,60.5,0,0,15.6,26.2
6/8/2017,86.7,63.1,85,60.5,0,0,12.4,23.7
6/9/2017,83,62.2,82.7,55.1,0,0,15,25.5
6/10/2017,79.8,57.9,76.1,51.2,0,0,14.4,23.9
6/11/2017,73.9,55.4,70.6,48.3,0,0,15.1,26.2
6/12/2017,77.2,52.3,72.9,48.8,0,0,14.1,25.7
6/13/2017,83.5,56.3,81.2,53,0,0,8.7,18.8
6/14/2017,91.8,62.2,90.1,60.9,0,0,8,16.8
6/15/2017,95.2,66.7,90.7,63.5,0,0,11.6,22.6
6/16/2017,97,68.5,99.2,67.6,0,0,8.5,14.8
6/17/2017,101.8,74.3,101.5,74.2,0,0,10.8,21.5
6/18/2017,104.5,77.6,109,76.9,0,0,6.9,13.6
6/19/2017,108.1,78.5,112.8,79.8,0,0,8.3,18.1
6/20/2017,109,79.2,111,82.3,0,0,9.8,15.9
6/21/2017,106,79.2,108.5,78.5,0,0,8.9,16.3
6/22/2017,108.3,78,112,82.3,0,0,9.5,16.1
6/23/2017,106.3,78.1,109.8,77.7,0,0,9.9,17.7
6/24/2017,102.7,75.5,105.7,73.4,0,0,9.1,16.1
6/25/2017,102.2,76.1,106.3,74.9,0,0,11.6,18.6
6/26/2017,97.9,71.1,98.1,67.4,0,0,11.3,18.3
6/27/2017,94.6,65.8,95.3,62.9,0,0,12.4,20.4
6/28/2017,94.6,65.7,93.3,63.1,0,0,10,19.7
6/29/2017,96.6,66.6,93.9,64.7,0,0,10.3,19.5
6/30/2017,96.9,66.6,96.1,63,0,0,11.1,20.4
7/1/2017,93.7,66.5,92.9,62.7,0,0,10,19.2
7/2/2017,96.4,66.2,97.3,66.1,0,0,9.7,15.7
7/3/2017,99,69.5,101,69.8,0,0,8,14.1
7/4/2017,102,69.9,103.9,69.2,0,0,9.4,15.7
7/5/2017,102.1,71.4,101.4,68.3,0,0,9.6,19
7/6/2017,103.6,73,101.9,70.7,0,0,10.3,21
7/7/2017,106.2,76.5,104.3,72.6,0,0,11.1,21.3
7/8/2017,106.4,75.4,106.3,73.3,0,0,11.4,20.4
7/9/2017,106.2,75.1,106.6,71.5,0,0,7.9,14.3
7/10/2017,105.3,75.7,106.9,75.3,0,0,8.7,15
7/11/2017,103.1,73.5,103.2,73.1,0,0,12.2,19.5
7/12/2017,100.6,72.6,101.5,70.3,0,0,9.8,15.9
7/13/2017,100.6,72.5,101.6,72.9,0,0,8.5,14.3
7/14/2017,102.3,73,103,72.5,0,0,9.3,16.3
7/15/2017,101.8,71.6,100.8,69.2,0,0,11.2,19.7
7/16/2017,103.2,75.7,100.8,75.7,0,0,10.2,20.6
7/17/2017,106.1,73.7,103,70.9,0,0,12.3,22.6
7/18/2017,101.1,74.7,97.2,69,0,0,12.8,23.3
7/19/2017,98.1,69.7,96.4,66.4,0,0,10.8,17.4
7/20/2017,96.4,67.8,94.3,64.6,0,0,9.1,17.4
7/21/2017,97,67.7,95,65.4,0,0,8.4,16.8
7/22/2017,100,69,99.3,67.5,0,0,6.7,14.8
7/23/2017,104.5,72.1,104.9,70.5,0,0,7.6,13.6
7/24/2017,99.9,73.9,100.4,73.5,0,0,10.1,16.6
7/25/2017,97.1,71.2,97.5,70.4,0,0,11.1,17.9
7/26/2017,99,70.7,99.2,70.4,0,0,9.8,17
7/27/2017,102.1,73,101.2,71.5,0,0,9.4,19
7/28/2017,104.2,72.4,102.7,70.5,0,0,9,15.9
7/29/2017,103.5,73.8,102.1,70.8,0,0,8.4,15.7
7/30/2017,102.8,72,102.3,71,0,0,9.6,17.4
7/31/2017,103.6,74.1,101.5,70.7,0,0,10.6,18.8
8/1/2017,104.5,76.6,105.8,73.4,0,0,6.7,15
8/2/2017,107.8,78.6,109.2,79.6,0,0,6.4,13.9
8/3/2017,102.8,83.5,98.5,82,0.016,0.016,11.2,18.3
8/4/2017,100,81.3,99.6,79.1,0,0,11.2,21.3
8/5/2017,100.4,79.3,99.9,78.8,0,0,9.7,20.1
8/6/2017,98.4,75.2,100.3,73.7,0,0,11.5,21
8/7/2017,97.1,72.1,97.7,68,0,0,9.8,16.8
8/8/2017,98.2,70.1,97.9,68.9,0,0,9.5,15.9
8/9/2017,98.2,70.2,99.3,69.6,0,0,10.9,17.9
8/10/2017,98.4,69.6,99.6,68.6,0,0,8.2,15.7
8/11/2017,100.3,69.9,99.1,69.7,0,0,9.7,18.3
8/12/2017,100.7,70.6,99.8,70.4,0,0,9.6,17
8/13/2017,99,69.4,96.5,67.3,0,0,10.3,18.1
8/14/2017,92.9,68.5,95.1,65.1,0,0,13.5,21.7
8/15/2017,87,64,89.2,62.3,0,0,10.9,19.7
8/16/2017,90.5,65.2,91.1,64.2,0,0,8.4,15.7
8/17/2017,96.7,70.4,99,69.8,0,0,9.9,17.9
8/18/2017,98.1,74.1,99.6,73.6,0,0,8.9,16.6
8/19/2017,99.4,74.6,103,75,0,0,10,17.2
8/20/2017,95.9,71.9,97.8,71.3,0,0,10,17.2
8/21/2017,94.6,73.4,95.5,72.3,0,0,12,20.8
8/22/2017,96.3,70.1,99.6,69.9,0,0,7.7,13
8/23/2017,97.3,71.5,98.3,70.7,0,0,10.6,18.1
8/24/2017,97.1,72.4,96.4,71.2,0,0,11.4,21.7
8/25/2017,101,70.2,99.2,69,0,0,9.8,18.8
8/26/2017,104,71.5,104.5,69.9,0,0,7.4,15.4
8/27/2017,104.3,74.1,106.5,75.3,0,0,5.8,10.7
8/28/2017,107.1,72.8,106.9,72.8,0,0,6.5,15.2
8/29/2017,106.2,77.2,107.9,79.3,0,0,10.6,16.8
8/30/2017,102.3,77,102,73.2,0,0,10.7,17.7
8/31/2017,101.8,70.9,101.3,67.4,0,0,7.8,13.9
9/1/2017,104.7,74,104.8,74.2,0,0,5.9,14.5
9/2/2017,108.7,76.7,113.3,78.7,0,0,6.1,12.3
9/3/2017,105.9,75.8,108,76.6,0,0,6.9,14.3
9/4/2017,100,79.5,105.3,82.6,0,0,11.8,19.2
9/5/2017,96.3,77.7,102.9,80.5,0,0,7.9,14.5
9/6/2017,96.5,76.7,101.2,77.3,0,0,10.1,16.3
9/7/2017,91.8,70.4,92.6,70.7,0,0,11.9,19.9
9/8/2017,91,66.7,93.5,68,0.008,0.008,10.9,19.2
9/9/2017,92.9,69.6,94.2,71.1,0,0,6.6,16.8
9/10/2017,98.8,70.3,98.1,71.9,0,0,9.7,17.4
9/11/2017,95.5,72.7,98.7,73,0.012,0.012,9,23.7
9/12/2017,94.2,72.1,93.7,75.5,0,0,9.6,15.9
9/13/2017,87.8,70.3,89,70.5,0,0,12.5,22.4
9/14/2017,82.3,66.9,82.1,63.5,0,0,10.1,19.5
9/15/2017,83.2,62.2,81.3,60.3,0,0,8.8,16.3
9/16/2017,87.1,62.4,87.1,62.7,0,0,8,15.2
9/17/2017,90.1,64.3,86.7,61.7,0,0,9.5,16.6
9/18/2017,86.7,61.5,84.7,59.3,0,0,13.9,22.6
9/19/2017,79.7,60.2,74.3,55.3,0,0,13.4,22.8
9/20/2017,82,59.8,80.5,56.7,0,0,13,22.6
9/21/2017,72.1,58.5,68,53.8,0.161,0.161,15.7,25.7
9/22/2017,73.8,53,70.7,50.3,0,0,8.5,15.2
9/23/2017,77,52.9,72.6,49.6,0,0,6.3,14.8
9/24/2017,80.3,52.3,76.2,49.4,0,0,6.5,14.1
9/25/2017,84,52.4,79.9,49.8,0,0,6.3,15.2
9/26/2017,87.6,55.9,84.7,52,0,0,6.7,14.8
9/27/2017,91.9,57.8,88.1,53.8,0,0,7.9,13.4
9/28/2017,91.9,57.7,89,54.7,0,0,6.5,13
9/29/2017,91.1,58.8,88.2,55.7,0,0,10,15.7
9/30/2017,83.6,62.3,81.7,61.4,0,0,10.6,17.9
10/1/2017,82.8,60.5,76.3,57.4,0,0,11.5,20.4
10/2/2017,77.5,55.4,72.7,49,0,0,6.7,15
10/3/2017,72.6,52.2,67.6,46.1,0,0,10.6,21
10/4/2017,78.5,48.8,73.2,44,0,0,6.7,15.7
10/5/2017,81.1,50.2,76.5,46.5,0,0,7.2,15.2
10/6/2017,84.2,49.7,80.3,44.6,0,0,7.5,10.5
10/7/2017,86.6,50.6,82.5,46.7,0,0,6.7,10.7
10/8/2017,83.2,56.5,78.8,53,0,0,10.8,19.2
10/9/2017,81.6,57.4,77.2,52.1,0,0,6,13.9
10/10/2017,83.3,51.1,77.7,46.8,0,0,6.2,12.8
10/11/2017,79.5,54.3,75.2,49.9,0,0,13.6,23
10/12/2017,72,50,66.4,42.9,0,0,7.6,14.8
10/13/2017,74.2,47,69,43,0,0,7.3,14.3
10/14/2017,76.9,45.8,73.1,40.3,0,0,7,9.4
10/15/2017,82.6,45.8,78,41.8,0,0,7.6,11.4
10/16/2017,82.2,47.6,77.9,42.5,0,0,7.3,10.1
10/17/2017,83,50,78,45.2,0,0,6.4,11.6
10/18/2017,79.5,53,77.3,50.3,0,0,6.2,9.6
10/19/2017,78.9,51.8,74.7,47.2,0,0,12.9,21.3
10/20/2017,68.6,54.7,60.5,48.9,0.075,0.075,15,26.8
10/21/2017,68.6,47.5,63.4,44.6,0,0,11.2,18.3
10/22/2017,73.8,47.2,70.9,43.6,0,0,6.4,13
10/23/2017,79.3,48.6,77.7,46.2,0,0,6.9,9.6
10/24/2017,85.4,53.9,87.5,51.8,0,0,6.6,8.9
10/25/2017,86.8,53,86.7,49.4,0,0,7.9,9.4
10/26/2017,86.5,52.7,88.6,48.3,0,0,7.6,10.5
10/27/2017,86.1,52.7,83.9,48.9,0,0,6.7,10.1
10/28/2017,84.5,55.2,85.3,52,0,0,7.1,10.3
10/29/2017,81.7,56.5,79.9,54.9,0,0,6,11.2
10/30/2017,75.4,54.6,73,51.4,0,0,11,17.9
10/31/2017,69.4,50.4,67,47.9,0,0,7.1,11.9
11/1/2017,70.5,49.6,67.9,47.8,0,0,5.8,11.9
11/2/2017,66.9,48.8,65.3,47.7,0,0,5.6,9.4
11/3/2017,68.5,54,64.5,51.6,0,0,7.7,15
11/4/2017,70.5,54.5,66.7,51.3,0,0,7.3,11.9
11/5/2017,61.5,47.7,56.1,42.5,0,0,9.5,15.7
11/6/2017,65.4,44.5,60.5,40,0,0,6.5,11.4
11/7/2017,67.6,42.4,63,38.7,0,0,5.9,10.7
11/8/2017,72.2,48.1,68.8,41.3,0,0,7.2,15.2
11/9/2017,71.6,56.1,70.8,53.2,0,0,9.2,15
11/10/2017,70.3,54.8,65.4,53.1,0,0,7.3,15.9
11/11/2017,67.6,51.9,65,50.2,0,0,6.1,12.1
11/12/2017,68.7,48.9,65.6,46.7,0,0,5.5,11
11/13/2017,70.8,44.8,67,41.3,0,0,5.5,10.3
11/14/2017,70.4,52.7,68.2,50.2,0,0,6.1,14.5
11/15/2017,71.5,49.2,66.7,46.8,0,0,7.6,14.8
11/16/2017,72.9,60.4,70.4,55,0.067,0.067,11.2,19.9
11/17/2017,63.6,47.7,61.8,43.9,0.457,0.457,12,21.5
11/18/2017,65.1,41.7,62.6,37.6,0,0,6.1,11
11/19/2017,65.4,41.9,61.4,38.8,0,0,5.9,10.7
11/20/2017,69.3,46,65.5,42.3,0,0,6.4,14.5
11/21/2017,69.4,49.3,67.8,46,0,0,5.9,8.7
11/22/2017,75.2,48.3,74,45.5,0,0,5.7,9.8
11/23/2017,74.4,49.2,72,46.8,0,0,7.8,14.5
11/24/2017,71.5,51.9,70.1,50.7,0,0,6.3,13.4
11/25/2017,76.8,49.7,74.1,47,0,0,6.7,13
11/26/2017,79.2,53.2,75.5,49.8,0.146,0.146,10.2,17.2
11/27/2017,60.3,47.1,60.6,43.4,0.752,0.752,16.2,28.6
11/28/2017,59.9,40.8,56.8,36.4,0,0,6.5,13
11/29/2017,57.7,42.4,54.9,38.5,0,0,6.4,11.6
11/30/2017,58.8,38.9,55.3,34.6,0,0,6.9,12.8
12/1/2017,59.4,39.5,55.9,35.1,0,0,6.3,10.1
12/2/2017,60.3,39.1,56.4,35.6,0,0,5.4,8.7
12/3/2017,59.4,43.3,50.8,38.9,0,0,13.5,23.9
12/4/2017,55,35.8,49.7,30.1,0,0,7,13.6
12/5/2017,60,34.6,55.6,29.5,0,0,5.9,11.2
12/6/2017,62.2,33.3,56.6,26.1,0,0,6.8,9.2
12/7/2017,62.1,34.2,57,27.9,0,0,7.4,10.1
12/8/2017,64.6,35.1,59.6,28.8,0,0,7.5,8.9
12/9/2017,63.2,33.4,58.8,26.9,0,0,7.2,8.5
12/10/2017,64,31.4,59.5,26.2,0,0,6.6,8.5
12/11/2017,63.1,34.1,59.3,28.4,0,0,6.3,8.7
12/12/2017,61.8,31.5,56.7,26.5,0,0,6.5,9.4
12/13/2017,59.6,32.9,56,28.2,0,0,6.2,8.5
12/14/2017,63,31.7,58.9,26.8,0,0,6.4,8.1
12/15/2017,65.9,34.2,60.3,28.9,0,0,7.2,11.4
12/16/2017,56.8,40.3,53,35.1,0,0,9,15.2
12/17/2017,60,35.2,55.4,29.3,0,0,5.5,10.7
12/18/2017,64.4,34.2,59.4,27.2,0,0,6,8.9
12/19/2017,64.9,33.8,58.7,28.2,0,0,5.4,9.8
12/20/2017,54.5,38.8,46.4,32.9,0.181,0.181,14,25.7
12/21/2017,52.9,29.8,48.2,23.5,0,0,5.9,11
12/22/2017,54.6,30.2,49.1,23,0,0,6.3,11.4
12/23/2017,57.4,35.3,51.7,29.4,0,0,5.6,8.9
12/24/2017,56.8,39.1,50.1,33.5,0.004,0.004,5,10.7
12/25/2017,58.4,37.8,53,31.7,0,0,5.7,11
12/26/2017,60.6,38.2,56.5,33.6,0,0,5.9,9.2
12/27/2017,58.5,36,54.5,30.3,0,0,6.5,12.1
12/28/2017,59.8,36,56.1,31.7,0,0,4.3,9.4
12/29/2017,63.7,33.6,59.9,28.3,0,0,5.6,8.5
12/30/2017,64.2,38.8,59,34.2,0,0,5.8,7.8
