time,temperature_2m_max (째F),temperature_2m_min (째F),apparent_temperature_max (째F),apparent_temperature_min (째F),precipitation_sum (inch),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
1/5/2019,51.9,37.4,44.6,30.5,0.26,0.26,16.4,27.5
1/6/2019,54.4,38.7,48.3,33.4,0.567,0.567,18.5,29.3
1/7/2019,60.6,48,60.2,43.1,0.043,0.043,16.9,29.3
1/8/2019,64.2,47.5,61,43.8,0,0,10.1,15.2
1/9/2019,55.3,46.5,52,44.1,0.193,0.193,10.1,20.1
1/10/2019,55.7,41.6,53.9,37.8,0,0,5.4,8.1
1/11/2019,62.2,39.6,59.3,34.6,0,0,7.9,13
1/12/2019,60.5,44.7,57.3,40.1,0,0,6.9,11.9
1/13/2019,61.5,42.8,58.9,38.3,0,0,7.6,9.4
1/14/2019,55.2,42.9,52.1,37.3,0.091,0.091,8.7,13.6
1/15/2019,54.9,44.3,49.3,39.3,0.287,0.287,13.6,23.9
1/16/2019,64.1,50.5,59,45.5,0.169,0.169,15.7,31.1
1/17/2019,62.8,51.4,59.9,49.5,0.366,0.366,16.6,33.8
1/18/2019,62,46.9,59.6,44.1,0.004,0.004,9.2,16.1
1/19/2019,62.1,43.8,61.5,39.9,0,0,5.9,9.4
1/20/2019,63.2,45.6,60.6,41.7,0.22,0.22,18,30.4
1/21/2019,54.1,42.1,47.6,37.2,0.122,0.122,10.9,26.6
1/22/2019,54.7,36,51.7,30,0,0,6.4,13.4
1/23/2019,56.9,34.3,53.3,28.8,0,0,5.3,9.4
1/24/2019,58.2,33.8,55.9,28.9,0,0,6.3,9.6
1/25/2019,61.1,35.6,59.5,29.5,0,0,6.9,10.1
1/26/2019,62,37.5,60.6,33.8,0,0,5.9,8.5
1/27/2019,63.9,39.4,62.6,34.3,0,0,6.9,10.5
1/28/2019,61.3,42.2,59.2,39.1,0,0,5.1,10.1
1/29/2019,64,43.3,63.3,39.2,0.004,0.004,6,14.5
1/30/2019,64.3,43.9,62.6,40.6,0.031,0.031,5.9,10.7
1/31/2019,63.1,47.8,62,44.2,0.169,0.169,6.8,14.5
2/1/2019,62.3,45.8,58.2,41.8,0.122,0.122,11.8,18.6
2/2/2019,59.1,49.5,52.9,39.7,0.669,0.669,20.1,32
2/3/2019,58.7,49,53.2,40,0.287,0.287,20.5,36.2
2/4/2019,56.1,42.5,50.4,38.5,0.945,0.945,13,24.6
2/5/2019,45.7,33.6,41.1,28,0.335,0.303,10.4,21
2/6/2019,50.6,30.6,44.7,24,0,0,5.7,12.5
2/7/2019,51.8,30,46.2,22.9,0,0,7.3,11.4
2/8/2019,55.4,31.3,49.3,25.4,0.146,0.146,8,15.9
2/9/2019,53.2,41.7,47.8,36.4,0.083,0.083,10.6,17.2
2/10/2019,47.8,34.1,40,27.7,0.311,0.311,13.4,22.1
2/11/2019,50.2,28.3,45.2,22.1,0,0,5.9,10.7
2/12/2019,52.6,29.4,46.8,22.4,0,0,6.9,13.4
2/13/2019,61.6,46.7,56.8,39.6,0.39,0.39,15.5,30.2
2/14/2019,63.1,45.5,57.2,41.8,0.591,0.591,17.3,38
2/15/2019,52.2,42.4,48.9,37.6,0.433,0.433,10.6,17.2
2/16/2019,50.3,38.4,46.6,33.1,0.366,0.366,5.4,19.5
2/17/2019,47.7,32.9,42.2,26.7,0.205,0.205,7.2,21.3
2/18/2019,51.4,32.6,44.5,26.5,0.004,0.004,7.8,15.4
2/19/2019,50.1,30.1,45.7,24,0,0,5.4,11
2/20/2019,50.5,33.2,45.9,26.8,0.063,0.063,6.5,18.6
2/21/2019,51.4,33.8,44.5,27.2,0.15,0.15,9.5,17.7
2/22/2019,52.2,31.8,47.5,26.1,0,0,6.3,13
2/23/2019,55,30.1,51.2,23.7,0,0,5.2,10.1
2/24/2019,58.9,35.2,56.2,29.4,0,0,5.9,9.4
2/25/2019,66,42.5,60.1,37.2,0,0,9,17
2/26/2019,62.5,47.2,57.9,42.6,0.004,0.004,9.4,17.9
2/27/2019,64.6,49.6,61,44.2,0.205,0.205,12.8,27.3
2/28/2019,62.1,48.2,62.2,45.2,0.102,0.102,7.3,12.5
3/1/2019,62,45.2,61,42.5,0.035,0.035,6.8,11.2
3/2/2019,62.1,49.2,61.5,45.7,0.894,0.894,12.9,28.9
3/3/2019,62.6,52.5,61.8,48.3,0.079,0.079,10.2,16.1
3/4/2019,60.6,48.6,58.2,45.3,0.008,0.008,9.9,17.9
3/5/2019,57.5,48.4,52.2,45.3,0.28,0.28,17.7,28
3/6/2019,62.3,50.5,57.7,46.7,0.957,0.957,17,32.9
3/7/2019,57.7,48.3,55.3,44.8,0.102,0.102,9.6,14.8
3/8/2019,55,42.2,48.3,37,0.063,0.063,8.9,16.1
3/9/2019,57.1,36.7,51,30.9,0.106,0.106,7.4,15.9
3/10/2019,58.2,40.2,54.5,35.1,0,0,6,12.5
3/11/2019,62.3,38.8,58.4,34.2,0,0,11.1,19.9
3/12/2019,63.1,38.3,58.9,33.9,0.051,0.051,14.1,22.6
3/13/2019,58.4,38.6,52,31.3,0,0,14.2,22.6
3/14/2019,61.3,36.5,59.2,31.2,0,0,6.3,12.8
3/15/2019,66.5,37.7,64,32.1,0,0,6.7,12.3
3/16/2019,68.7,38.6,69.7,34.4,0,0,7.5,9.2
3/17/2019,72.4,41.2,71.6,36.8,0,0,7.2,10.3
3/18/2019,77.5,44.8,78.1,39.5,0,0,7.8,9.8
3/19/2019,74.2,49.5,74.3,44.9,0.126,0.126,18.3,33.6
3/20/2019,64.7,49,63.2,44.2,0.051,0.051,13.9,27.7
3/21/2019,61.4,45.5,61.8,43,0.004,0.004,7.9,15.7
3/22/2019,63.1,42.4,60.7,37.9,0,0,5.5,11.4
3/23/2019,60.3,48.1,56.7,43.8,0.051,0.051,7.5,13.4
3/24/2019,64.9,40.9,62.9,36.5,0,0,6.8,11.2
3/25/2019,74.7,41.9,73.2,36.7,0,0,8.8,14.1
3/26/2019,70.3,49,69.4,45.5,0,0,7.4,18.1
3/27/2019,69.2,54,64.7,51.6,0.291,0.291,11,21.7
3/28/2019,66.2,50.3,63.9,46.4,0.118,0.118,12.2,20.1
3/29/2019,65.4,46,61.2,40.7,0,0,12.4,23
3/30/2019,67.6,42,64.2,37.9,0,0,9.5,18.6
3/31/2019,73,44.9,72.7,41.4,0,0,6,13
4/1/2019,76.1,47.7,74.8,46.1,0,0,8.3,14.5
4/2/2019,67.2,53,66.9,51.7,0.142,0.142,10.2,20.4
4/3/2019,67.7,49.6,63.2,47.4,0,0,9,17.4
4/4/2019,67.6,49.1,65.6,47.3,0,0,7.8,16.1
4/5/2019,65.9,47.1,63.8,44.1,0.012,0.012,8.7,16.1
4/6/2019,74.5,46,72.7,42.1,0,0,5.9,13.6
4/7/2019,78.3,53.2,78.4,52,0,0,7.6,17
4/8/2019,76.9,57.6,77,58.9,0,0,12.6,21.9
4/9/2019,67.6,55.7,60.6,47.3,0.012,0.012,22.2,37.4
4/10/2019,71,47.4,63.6,41.2,0,0,14.6,27.3
4/11/2019,68.1,46.7,62.2,43.3,0,0,15.4,26.6
4/12/2019,71.4,48.4,68.5,42.5,0,0,10.6,20.1
4/13/2019,78.4,48.2,78.2,44.4,0,0,6,13
4/14/2019,81.9,50.9,81.5,48.5,0,0,12.1,19.7
4/15/2019,74.2,52.2,69.3,48.4,0.094,0.094,15.6,25.5
4/16/2019,68.3,51.9,61.5,49,0.189,0.189,11.2,21.5
4/17/2019,75.3,48.4,77,45.9,0,0,6.2,10.5
4/18/2019,86.1,50,87.4,48.4,0,0,5.5,9.6
4/19/2019,89.2,56.4,88.8,56.6,0,0,9.8,17.9
4/20/2019,76.6,54.8,73.4,48.1,0,0,14,23.7
4/21/2019,76.1,49.6,72.2,46.4,0,0,12.5,25.1
4/22/2019,82.8,51.3,82,50,0,0,8.6,17.7
4/23/2019,90,54.6,89.6,51.8,0,0,6.6,16.6
4/24/2019,94.2,58.6,94.9,56.2,0,0,6.3,13.9
4/25/2019,96.2,62,97.7,61.9,0,0,8.8,16.1
4/26/2019,95.3,64.5,94,62.7,0,0,9,17.9
4/27/2019,91.6,62.3,88.1,60.3,0,0,9.9,20.1
4/28/2019,89.5,57.3,87.3,55.3,0,0,8.5,15.4
4/29/2019,81.1,59.4,80.7,55.8,0,0,10,17.9
4/30/2019,77.5,56.8,74.6,55.5,0,0,10.5,18.8
5/1/2019,78,53,77,50.4,0,0,6.1,13.6
5/2/2019,83.8,55.2,80.4,50.6,0,0,6.4,15.2
5/3/2019,88.1,56.1,86.1,51.6,0,0,8.2,16.1
5/4/2019,89.1,58,86.3,53.6,0,0,11.2,18.3
5/5/2019,81.6,57.1,78.5,50.8,0,0,13.5,24.4
5/6/2019,78.3,55.6,76.7,51.3,0,0,11.4,20.8
5/7/2019,80.7,55.5,79.6,51.7,0,0,9.6,17
5/8/2019,84.3,58.6,84.8,56,0,0,7.8,14.8
5/9/2019,81.7,61.3,80.9,58.8,0.071,0.071,11.3,19.5
5/10/2019,75.3,57.8,73.3,55,0.197,0.197,8.5,17.7
5/11/2019,83.9,57.9,85.6,57.6,0,0,5.4,12.8
5/12/2019,91.4,61.9,91.3,61.1,0,0,10.6,18.6
5/13/2019,89.1,60.3,85.2,55.1,0,0,10.1,20.6
5/14/2019,87,59.2,84.2,55.3,0,0,10.3,17.4
5/15/2019,73.6,59.6,69.3,57.6,0.264,0.264,9.3,22.1
5/16/2019,64.1,54.1,61.6,47.8,1.134,1.134,13.2,27.7
5/17/2019,68.6,51.1,63.6,46.7,0,0,12,22.8
5/18/2019,69.9,49.6,69.2,46.7,0.394,0.394,10.2,15.9
5/19/2019,61.7,50.6,59.2,48.5,0.76,0.76,10.4,19.7
5/20/2019,66.8,47.4,62.8,44.9,0.012,0.012,7.5,15.9
5/21/2019,62.7,51.1,59.6,48.2,0.295,0.295,10.2,21.5
5/22/2019,66.3,49.5,62.3,46.9,0.161,0.161,11.5,21.5
5/23/2019,69.8,54,66.9,49.9,0.079,0.079,10.5,19
5/24/2019,73.2,54.5,72.8,53.2,0.004,0.004,5.4,12.3
5/25/2019,79.2,55.5,76.3,52.2,0.016,0.016,13.5,21.5
5/26/2019,56.7,46.9,54.4,44.1,0.752,0.752,6.5,21.5
5/27/2019,65.9,46.3,61.9,43.3,0.004,0.004,6.3,15
5/28/2019,70.5,51.8,68.6,50.3,0.004,0.004,8.1,15.7
5/29/2019,80.4,56.1,84.5,55.7,0,0,6.9,11.2
5/30/2019,85,60,88.6,59.8,0,0,11.7,18.8
5/31/2019,85.3,59.5,87.5,57.3,0.004,0.004,8.9,15.7
6/1/2019,88.7,62.2,93.1,63.3,0,0,7.8,20.4
6/2/2019,88.1,62.9,91.2,63.2,0,0,8.9,19.2
6/3/2019,91,65.2,93.5,63.9,0,0,7.4,15.4
6/4/2019,97.2,70.1,102,74.1,0,0,7.4,17.2
6/5/2019,102.2,72.6,106.4,76.8,0,0,10.4,21
6/6/2019,94.3,68.7,90,59.9,0,0,15.4,25.9
6/7/2019,84.7,61.2,78.9,53.9,0,0,14.1,26.8
6/8/2019,89.3,59.4,86,53.1,0,0,9.5,16.8
6/9/2019,100,61.5,96.9,59.3,0,0,6.3,13.4
6/10/2019,103.3,68.5,103.3,67,0,0,6,10.7
6/11/2019,103.5,69.4,103.9,68.6,0,0,6.2,10.5
6/12/2019,106.5,73.7,108.7,72,0,0,12.7,22.1
6/13/2019,98.9,73.7,97.1,70,0,0,13.3,23.5
6/14/2019,96,69,95,65.7,0,0,10.5,19.9
6/15/2019,96.2,67.5,96.2,64.6,0,0,11.1,20.6
6/16/2019,94.2,63.8,92.8,60.4,0,0,9.3,18.1
6/17/2019,97.5,68.8,99.2,67.6,0,0,8.8,17
6/18/2019,101.8,73.8,104.4,74,0,0,9.2,15.2
6/19/2019,104,74.2,103.9,73.9,0,0,12,19.7
6/20/2019,95,70.2,95.1,66,0,0,13.6,22.1
6/21/2019,91.1,64.9,88.6,62.4,0,0,10.2,20.8
6/22/2019,95.3,66.1,94.4,63.9,0,0,7.4,16.3
6/23/2019,100.1,69.3,99.6,67.3,0,0,7.9,15.2
6/24/2019,102.2,72.5,100.3,71,0,0,10.3,17.2
6/25/2019,98.8,71.7,95.4,68.1,0,0,12.7,21
6/26/2019,92.6,66.5,89.3,61.2,0,0,15.1,24.4
6/27/2019,88.2,60.2,85.1,55.3,0,0,15,24.4
6/28/2019,91.7,61.8,89.9,59.9,0,0,13.6,30.2
6/29/2019,94.7,62.4,93.8,59.4,0,0,8.5,16.3
6/30/2019,97,67.6,95.3,62.1,0,0,11.7,18.8
7/1/2019,96.9,66,92.4,61.5,0,0,11.3,20.1
7/2/2019,96.1,64.9,92.2,60.7,0,0,12.2,20.1
7/3/2019,93.6,63.8,92.7,60.6,0,0,11.7,19
7/4/2019,96,64.4,92.9,60.9,0,0,9.1,17
7/5/2019,100.3,69.9,98.7,69.2,0,0,9.2,16.3
7/6/2019,100.9,70.7,99.4,67.8,0,0,10.9,17.7
7/7/2019,95.8,68.5,92.3,65.4,0,0,10.5,17.2
7/8/2019,93.7,65.5,89.8,61.6,0,0,11.9,21
7/9/2019,94.2,63.1,92.1,60.9,0,0,10.9,19.2
7/10/2019,97.8,66.7,97.2,65.2,0,0,9.4,17.2
7/11/2019,101.2,70.3,99.1,69,0,0,10.2,19.7
7/12/2019,103.5,71.3,101.5,69.2,0,0,10,18.1
7/13/2019,106.6,72.8,104.9,71.7,0,0,10.4,17.4
7/14/2019,106,75.3,103.1,72.1,0,0,11.9,22.1
7/15/2019,103.3,71.1,100.4,68.6,0,0,13.2,22.6
7/16/2019,99.3,70.1,98.5,67.9,0,0,15.4,25.9
7/17/2019,97.8,68.8,97,66.3,0,0,8.1,15.9
7/18/2019,100.7,72.3,101.2,70.4,0,0,12.7,20.6
7/19/2019,97.8,70,98.8,70.5,0,0,10.5,17.4
7/20/2019,96.4,68.8,97.1,67.2,0,0,8.4,17
7/21/2019,101.2,71.1,102,70.5,0,0,6.8,13.2
7/22/2019,106.3,74.5,107,74.8,0,0,9.2,15.9
7/23/2019,105.4,78.1,104.6,75.6,0,0,9.8,16.3
7/24/2019,108.9,77.1,107.4,73.1,0,0,7.6,17.4
7/25/2019,107.5,79.1,106.2,75.3,0,0,9.7,17.2
7/26/2019,106.4,80.4,108,76,0,0,10,16.6
7/27/2019,108,74.3,106.8,73.4,0,0,7.2,16.8
7/28/2019,109.9,78.4,109.6,76.4,0,0,9.5,15.9
7/29/2019,106.1,76.6,104.2,74,0,0,13.6,21.9
7/30/2019,102.3,69.9,99.2,65.7,0,0,10.3,17.9
7/31/2019,100.8,68.5,100.1,66.8,0,0,9.6,15.4
8/1/2019,100.9,69.4,99.4,67.7,0,0,11.5,19.2
8/2/2019,99.4,67.7,97.3,66.3,0,0,11.1,18.1
8/3/2019,101.8,70.3,100.7,70.3,0,0,6.8,14.5
8/4/2019,105.1,73.8,104,72.8,0,0,10.9,17.7
8/5/2019,102,74.5,98.9,73.9,0,0,9.6,19
8/6/2019,105.7,74.5,106.2,73.3,0,0,10,15.9
8/7/2019,103,74.9,101.8,71.7,0,0,13,21.9
8/8/2019,97.2,70.7,95.1,65.8,0,0,12.4,20.6
8/9/2019,94.3,65.7,92,63.1,0,0,11.8,19.2
8/10/2019,92.8,68.4,93.1,67.3,0,0,14.6,23.7
8/11/2019,93.5,65.6,90.5,63.7,0,0,14.5,23.9
8/12/2019,98.4,68.8,96.7,67.3,0,0,7.3,16.3
8/13/2019,102.9,70.2,101.1,67.6,0,0,6.8,14.8
8/14/2019,107.2,73.9,104.8,71.4,0,0,7,16.6
8/15/2019,108.6,74.9,107.2,72.9,0,0,7.6,14.5
8/16/2019,107.7,77.1,108.2,74,0,0,10.1,17.2
8/17/2019,102.6,73,102.3,69.7,0,0,12.4,21
8/18/2019,96.4,67.9,95.1,67.5,0,0,9.3,16.1
8/19/2019,95.3,66.2,96,65.4,0,0,10,16.1
8/20/2019,96.4,67.4,95.6,66.1,0,0,9.9,17.4
8/21/2019,98.2,67.4,95.6,65.7,0,0,9.6,19.5
8/22/2019,99.1,71.7,100.7,72.5,0,0,9.7,17.7
8/23/2019,102.4,76.1,104.1,78.6,0,0,13.3,22.1
8/24/2019,102.7,74.9,104,75.4,0,0,7.8,15.9
8/25/2019,105.1,77.7,104.6,74.7,0,0,9.1,17.2
8/26/2019,105.5,78.4,103,74.8,0,0,9.4,18.1
8/27/2019,106.6,78.1,104.7,75.3,0,0,8.5,17
8/28/2019,104.2,77.1,102.2,72.3,0,0,13.5,21.9
8/29/2019,98.7,72.6,98.4,70.2,0,0,10.8,19.7
8/30/2019,100,69.5,99.5,67.1,0,0,10.2,16.6
8/31/2019,101.7,71,100,70.6,0,0,7.3,14.8
9/1/2019,105.1,70.7,102.2,67.6,0,0,5.7,15
9/2/2019,105.6,75.5,104.1,73.6,0,0,10.6,17.2
9/3/2019,103.4,73.9,100.6,71.1,0,0,9.1,19.5
9/4/2019,103.7,74.5,103,71,0,0,7.5,12.1
9/5/2019,101.7,76.1,100.2,74.4,0,0,12,21.9
9/6/2019,101.3,73.6,99.6,70.9,0,0,9.1,17.4
9/7/2019,93.5,65.5,91.5,61.3,0,0,17.3,29.5
9/8/2019,86.1,60.6,84.3,60.8,0,0,9.6,19.7
9/9/2019,87,63,84.9,62.1,0,0,12.7,21
9/10/2019,83.9,61.3,80.4,57.6,0,0,12.2,20.6
9/11/2019,88.1,60.1,85,59.6,0,0,7.6,15.4
9/12/2019,97.6,61.3,94,58.7,0,0,6.2,15
9/13/2019,100.6,64.7,96.8,62.2,0,0,7.7,14.8
9/14/2019,102.7,64.7,99.5,59.8,0,0,6.5,13
9/15/2019,99.7,66.5,96.3,63.7,0,0,13.3,22.1
9/16/2019,84.4,64.6,83.7,61.4,0,0,18,32
9/17/2019,83.6,57.7,81,56.9,0,0,11.6,18.8
9/18/2019,86.1,59.4,84.2,57.2,0,0,13,21.9
9/19/2019,80.5,61.6,76.2,59.7,0,0,13.3,22.4
9/20/2019,84.5,58.4,80.6,55.5,0,0,6.6,16.1
9/21/2019,89,57.3,86.3,53.9,0,0,6.8,13.6
9/22/2019,93.1,58.9,90.6,56.2,0,0,6.5,11.9
9/23/2019,90.5,65.5,86.6,62.7,0,0,10.2,20.4
9/24/2019,96.4,62.8,93.6,61,0,0,5.2,13.4
9/25/2019,99.1,64.6,96.3,60.7,0,0,5.5,12.5
9/26/2019,96.6,68.7,95.5,65.9,0,0,11.5,19.5
9/27/2019,86.5,67.1,85.6,66,0,0,9.7,18.3
9/28/2019,78,58.8,74.8,53.3,0,0,13.5,23.3
9/29/2019,73.2,53.7,68.9,50.2,0,0,10.9,18.3
9/30/2019,72.4,52.6,66.9,49.1,0,0,10,20.4
10/1/2019,72.6,49,66.6,45,0,0,8.1,17
10/2/2019,78.4,47.2,73.5,41.9,0,0,6.4,12.8
10/3/2019,82.2,52.3,78.1,47.9,0,0,11.1,18.3
10/4/2019,78.5,54.5,71.9,48.1,0,0,11.3,20.6
10/5/2019,81,49.1,76.5,44.2,0,0,6.3,12.3
10/6/2019,88.4,51.9,83.8,48.2,0,0,6.5,11
10/7/2019,91.9,53.9,87.5,48.9,0,0,7.1,11.2
10/8/2019,91.3,53.7,85.5,48.4,0,0,7.2,12.5
10/9/2019,81.3,58.2,74.4,53.4,0,0,12.4,23.5
10/10/2019,77.6,48.7,71.2,42.4,0,0,6.2,15.9
10/11/2019,80.6,50.5,74.1,46.4,0,0,5.1,13.4
10/12/2019,82.9,46.2,77,40.5,0,0,5,11.6
10/13/2019,83.3,47.1,76.9,40.2,0,0,6.8,13.2
10/14/2019,81.2,50.5,74.8,45.8,0,0,6.8,15
10/15/2019,84.3,50,78.7,45.1,0,0,6.8,13.2
10/16/2019,82.6,49.7,76.9,44.4,0,0,6.5,12.1
10/17/2019,75.3,56.7,68.7,53.2,0,0,15.6,27.3
10/18/2019,73.7,51.1,67.6,46.6,0,0,10.1,16.8
10/19/2019,76.6,50.2,71.1,46.7,0,0,9.5,18.1
10/20/2019,76.7,57.7,71.5,53.3,0,0,9.3,18.1
10/21/2019,79.4,50.8,76.2,48.6,0,0,5.3,11.2
10/22/2019,84.6,51,81,47.3,0,0,7,11.2
10/23/2019,84.5,53.3,81.2,49.5,0,0,6,12.3
10/24/2019,89.8,56,85.1,53.3,0,0,6.5,13.2
10/25/2019,88.8,53.2,83.2,49.9,0,0,7,11.6
10/26/2019,85.9,51.1,80.4,46.2,0,0,6.7,11.4
10/27/2019,71.3,53.2,62.8,45.3,0,0,12,21.7
10/28/2019,71.3,44.1,65.3,36,0,0,6.7,13.4
10/29/2019,71.2,41.3,62.4,34.2,0,0,7.2,16.8
10/30/2019,70.5,40.6,64.3,35.2,0,0,8.1,13.4
10/31/2019,70.8,39.6,63.4,32.9,0,0,7,13.9
11/1/2019,73,37.5,67.2,32.2,0,0,5.4,11.6
11/2/2019,76.1,41.4,69.5,35.5,0,0,7.3,10.7
11/3/2019,76.6,40.1,70.6,33.8,0,0,6.5,9.2
11/4/2019,78.4,43.3,72.4,36.4,0,0,6.4,10.1
11/5/2019,80.7,46,74.4,40.9,0,0,6.8,11.2
11/6/2019,79.3,45.3,74.5,38.7,0,0,6.6,9.2
11/7/2019,81.3,49.8,75.7,45,0,0,7.2,9.6
11/8/2019,81.1,48.7,76.8,43.4,0,0,6.8,9.4
11/9/2019,77.6,46.8,73.2,41.8,0,0,5.7,11.2
11/10/2019,77.4,45.4,72.7,39.9,0,0,6.1,10.5
11/11/2019,78.7,46.4,74.5,41,0,0,6.1,9.8
11/12/2019,81.1,47.1,76.8,41.5,0,0,6.4,8.9
11/13/2019,77,47.6,72.3,42.9,0,0,4.9,9.4
11/14/2019,73.1,52,70.4,47.1,0,0,6.8,11.4
11/15/2019,69.4,51.5,65.3,48.1,0,0,8.1,16.6
11/16/2019,70.7,46.4,68.8,44,0,0,5.1,10.1
11/17/2019,76.6,46.4,73.6,43.1,0,0,5.1,9.6
11/18/2019,77.2,44.8,73.6,41.5,0,0,6.1,10.1
11/19/2019,72.5,45.6,66.6,40.3,0,0,12.8,23.3
11/20/2019,61.7,47.1,57.2,44.6,0.008,0.008,7.9,14.8
11/21/2019,65.4,47,61.4,43.8,0,0,7.4,15.9
11/22/2019,67,43.1,62.9,38.7,0,0,6.5,10.1
11/23/2019,68.9,42.7,64.4,39.4,0,0,5.9,13.6
11/24/2019,67.8,40.3,64.7,35.6,0,0,5.2,10.7
11/25/2019,64.2,41,51.5,36,0,0,19,32.2
11/26/2019,56.9,35,48.2,28.5,0.012,0.012,14.8,28.4
11/27/2019,50.1,42.4,45.7,34.8,1.102,1.102,11.4,23
11/28/2019,46.7,41.4,43,35.7,0.157,0.157,9.8,16.1
11/29/2019,49,36.5,42.8,30.4,0.157,0.157,7.1,19.7
11/30/2019,51.5,34.4,44.5,27.6,0.248,0.248,13.7,21.7
12/1/2019,53.4,45.6,49.8,40.6,0.61,0.61,11.2,18.1
12/2/2019,65.2,46.2,62.8,41.7,0.008,0.008,9.3,17.2
12/3/2019,56.9,44.3,55.9,40.9,0,0,5.6,10.5
12/4/2019,58.7,48.8,56.6,44.2,0.461,0.461,9,22.6
12/5/2019,63.5,44,60.6,39.8,0,0,6.5,12.8
12/6/2019,65.1,42.5,61.2,37.6,0,0,10.3,17.9
12/7/2019,62.4,51.7,60.1,47.3,0.268,0.268,10.5,25.3
12/8/2019,60.9,47.5,59.4,45.1,0.402,0.402,9.6,17.4
12/9/2019,56.2,44.6,54.1,40.8,0,0,5.3,10.5
12/10/2019,56.8,43.5,54.6,40.8,0,0,5.9,9.2
12/11/2019,56.6,41.6,54.6,36.8,0,0,6.5,12.8
12/12/2019,64.1,44.7,62.6,40.4,0,0,5.6,9.2
12/13/2019,61.3,44.5,61.1,41,0.024,0.024,5.3,10.5
12/14/2019,58.2,46,54,41.6,0.016,0.016,13.4,22.8
12/15/2019,55.1,39.9,47.6,34.9,0.008,0.008,12.2,20.6
12/16/2019,54.2,35.7,50.9,30.7,0,0,6.3,10.1
12/17/2019,55.9,33.9,51.3,28.3,0,0,7.8,9.8
12/18/2019,57.6,40.2,50,32.2,0,0,9,15.4
12/19/2019,58.3,40.6,54.4,34.2,0,0,5.8,8.5
12/20/2019,61.3,36.9,57.4,30.6,0,0,7.3,10.3
12/21/2019,64.9,43.7,59.2,38.3,0,0,8.5,14.3
12/22/2019,53.2,46.7,48.6,40.1,0.181,0.181,10.8,23.5
12/23/2019,50.7,44.6,49.4,41.6,0.11,0.11,6.9,13.2
12/24/2019,53.7,42.3,49.5,37.6,0.031,0.031,5.4,11.4
12/25/2019,54.5,40.1,47.2,35.7,0.008,0.008,10.6,18.6
12/26/2019,53.2,40.4,48.2,35.8,0.157,0.157,11.2,19.5
12/27/2019,51.6,36.7,47.8,31.3,0,0,6,8.9
12/28/2019,52.9,33.8,49.7,27.8,0,0,5.4,8.1
12/29/2019,52.3,35.4,47.3,29.5,0,0,5.8,12.3
12/30/2019,58.4,41.1,53.7,37.2,0.004,0.004,9.9,18.3
12/31/2019,57.9,35.8,54.8,29.5,0,0,6.8,10.5
